UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
070569210400,07056921040,6377,,BAHLSEN,BAHLSEN WAFER ROLL DRK CHOC,3.500,OZ,12,46.920,5.59,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000010,7.64,7.870,3.970
070569265202,07056926520,6383,,BAHLSEN,BAHLSEN COOKIE DELICE,3.500,OZ,12,46.920,5.59,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000010,10.00,6.500,3.750
070569273405,07056927340,6393,,BAHLSEN,BAHLSEN COOKIE OHNE GLEICHEN DARK,4.400,OZ,12,47.040,5.69,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,8.66,5.510,4.410
070569219502,07056921950,6398,,BAHLSEN,BAHLSEN WAFER ROLL MLK CHOC,3.500,OZ,12,46.920,5.59,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000010,7.64,7.870,3.970
070569139503,07056913950,6399,,BAHLSEN,BAHLSEN COOKIE DELOBA W FRT FLLNG,3.500,OZ,12,46.920,5.59,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000010,9.96,6.500,3.750
089836183507,08983618350,6449,,FRONTIER HERB,FRONTIER HERB BTL GARLIC PWDR,2.400,OZ,1,4.440,6.39,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000008,6.60,4.700,5.650
041631000557,04163100055,6568,,LUNDS,LUNDS MIX PNCAKE SWEDISH,12.00,OZ,12,32.640,3.89,Specialty Groce,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,SPECIALTY GROCERY,100,ACTIVE,0000015,7.75,7.750,10.440
084744001011,08474400101,6682,,NELLIE & JOES,NELLIE & JOES JUICE KEY WEST LIME,16.00,FO,12,27.360,3.29,Specialty Groce,SINGLE TYPE JUI,SNGLE FRT JUICES (NO,SINGLE TYPE JUICE,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,8.000,14.760
071524166411,07152416641,6772,,LA PREFERIDA,LA PREFERIDA TOMATILLO GREEN,11.00,OZ,12,23.640,2.89,Specialty Groce,AUTHENTIC MEXIC,SS FRUIT & VEG,SS FRUIT & VEG,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,10.25,3.750,12.960
076186000073,07618600007,6778,,SAPPORO,SAPPORO NOODLE MISO RAMEN,3.500,OZ,24,23.040,1.39,Specialty Groce,SS PASTA,AUTHENTIC,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000015,11.20,4.800,6.300
076186000189,07618600018,6779,,SAPPORO,SAPPORO NOODLE ICHIBAN CHOWMEIN,3.600,OZ,24,20.640,1.29,Specialty Groce,SS PASTA,AUTHENTIC,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000015,11.00,4.750,6.000
048001703216,04800170321,6780,,KNORR,KNORR MIX SCE PASTA PESTO,.500,OZ,24,31.200,1.89,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,6.81,4.690,1.080
048001703209,04800170320,6781,,KNORR,KNORR MIX SCE PASTA ALFREDO,1.600,OZ,12,15.600,1.89,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,6.81,4.690,2.880
048001701014,04800170101,6785,,KNORR,KNORR BOUILLON CUBE CHKN 6PC,2.500,OZ,24,23.760,1.59,Specialty Groce,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,8.27,9.060,27.360
048001703070,04800170307,6791,,KNORR,KNORR MIX GRAVY BROWN,1.200,OZ,24,27.600,1.69,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,6.81,4.690,2.280
078192050554,07819205055,6832,,KUHNE,KUHNE SAUERKRAUT BARREL,28.50,OZ,6,24.540,5.89,Specialty Groce,OLIVES PICKLES,GERMAN,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000013,8.70,5.000,16.260
070670007210,07067000721,6862,,DAVINCI,DAVINCI PASTA LASAGNA,16.00,OZ,12,34.080,4.09,Specialty Groce,SS PASTA,LONG PASTA,SS PASTA,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,11.00,11.600,14.760
620133104095,62013310409,6871,,KINNIKINNICK,KINNIKINNICK MIX CAKE ANGEL FOOD,15.90,OZ,6,21.720,5.19,Natural Grocery,BAKING INGREDIE,BAKING MIX - CAKE,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,8.00,6.000,7.020
070670007364,07067000736,6879,,DAVINCI,DAVINCI PASTA CANNELLONI MANICOTTI,8.000,OZ,12,33.360,3.99,Specialty Groce,SS PASTA,LONG PASTA,SS PASTA,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,10.00,10.000,9.360
071524127498,07152412749,6898,,LA PREFERIDA,LA PREFERIDA SAUCE HOT,12.00,OZ,12,27.000,3.29,Specialty Groce,AUTHENTIC MEXIC,CONDIMENTS DRESSINGS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000010,7.75,9.100,18.360
071072013090,07107201309,6918,,VIGO,VIGO RICE YELLOW,16.00,OZ,12,23.040,2.79,Specialty Groce,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000015,8.50,4.000,12.480
048001703155,04800170315,6919,,KNORR,KNORR MIX GRAVY AU JUS,.600,OZ,24,27.600,1.69,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,6.81,4.690,1.380
031146150304,03114615030,6922,,NONG SHIM,NONG SHIM NOODLE INST NEOGURI SPICY SEAF,4.200,OZ,10,12.400,1.79,Specialty Groce,SS PASTA,AUTHENTIC,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000015,5.85,5.650,2.960
031146250301,03114625030,6939,,NONG SHIM,NONG SHIM SOUP BOWL NDLE KIMCHI SPCY,3.030,OZ,12,15.240,1.89,Specialty Groce,SS PASTA,AUTHENTIC,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000017,11.50,6.000,3.840
031146250103,03114625010,6941,,NONG SHIM,NONG SHIM SOUP BOWL NDLE HOT SPICY,3.030,OZ,12,15.240,1.89,Specialty Groce,SS PASTA,AUTHENTIC,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000017,11.31,5.880,3.310
011152027869,01115202786,6953,,BOTAN,BOTAN CANDY RICE AME,.750,OZ,20,20.600,1.49,Specialty Groce,CHOCOLATE & NOV,AUTHENTIC,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000014,18.90,8.390,30.870
011152152974,01115215297,6969,,NAGAI,NAGAI SEAWEED RSTD,1.000,OZ,12,39.360,4.69,Specialty Groce,SS FRUIT & VEG,AUTHENTIC,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000017,14.00,5.000,13.920
070655930304,07065593030,7143,,MR & MRS T,MR & MRS T MIXER MAI TAI,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,6.87,12.120,14.710
070655947302,07065594730,7145,,MR & MRS T,MR & MRS T MIXER STRWBRY MARGARITA,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,6.87,12.120,15.280
070655950302,07065595030,7151,,MR & MRS T,MR & MRS T MIXER WHISKEY SOUR,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000006,6.87,12.120,16.220
071524020973,07152402097,7216,,LA PREFERIDA,LA PREFERIDA BEAN HOMINY,108.0,OZ,6,39.360,9.39,Specialty Groce,AUTHENTIC MEXIC,SS FRUIT & VEG,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000018,12.25,7.000,46.980
078192040562,07819204056,7242,,KUHNE,KUHNE PICKLE BARREL,35.90,OZ,6,33.720,8.09,Specialty Groce,OLIVES PICKLES,GERMAN,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,5.000,19.980
070569290402,07056929040,7246,,BAHLSEN,BAHLSEN BISCUIT LEIBNIZ MLK CHOC,4.400,OZ,12,47.040,5.69,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,7.52,5.710,4.430
070844004748,07084400474,7253,,KA ME,KA ME NOODLE CHUKA SOBA,5.000,OZ,12,42.120,5.09,Specialty Groce,SS PASTA,MAINSTREAM,SS PASTA,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000023,15.00,9.250,36.200
070655935309,07065593530,7257,,MR & MRS T,MR & MRS T MIXER MARGARITA,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000006,6.87,12.120,15.240
072980000028,07298000002,7282,,NANCES,NANCES MUSTARD SHARP & CRMY,10.00,OZ,6,12.000,2.89,Specialty Groce,CONDIMENTS DRES,MUSTARD,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,6.25,5.750,8.930
070650000057,07065000005,7286,,ODENSE,ODENSE MARZIPAN PASTE,7.000,OZ,12,45.120,5.39,Specialty Groce,BAKING INGREDIE,PASTE EXTRACTS,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000010,7.00,3.500,6.000
070650000064,07065000006,7287,,ODENSE,ODENSE ALMOND PASTE,7.000,OZ,12,54.240,6.49,Specialty Groce,BAKING INGREDIE,PASTE EXTRACTS,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000010,7.00,3.500,6.000
075810140253,07581014025,7291,,SAN J,SAN J SAUCE THAI PEANUT GF,10.00,OZ,6,19.080,4.59,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000005,7.38,8.250,7.980
071524001248,07152400124,7303,,LA PREFERIDA,LA PREFERIDA RICE PEARL POLY,2.000,LB,12,47.400,5.69,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000015,10.00,6.500,24.960
071524005239,07152400523,7309,,LA PREFERIDA,LA PREFERIDA OIL OLIVE SPANISH,8.500,OZ,12,80.520,9.59,Specialty Groce,AUTHENTIC MEXIC,OILS & VINEGARS,OILS & VINEGARS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,7.00,7.250,11.760
071524017676,07152401767,7314,,LA PREFERIDA,LA PREFERIDA BEAN BLACK CANNED,15.00,OZ,12,14.160,1.69,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,4.500,13.800
048001711037,04800171103,7322,,KNORR,KNORR BOUILLON GRAN HSP CHKN,3.500,OZ,24,36.480,2.19,Specialty Groce,AUTHENTIC MEXIC,SS SOUP CHILI BROTH,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000012,8.36,3.880,6.640
071524000869,07152400086,7328,,LA PREFERIDA,LA PREFERIDA RICE MED GRAIN POLY,5.000,LB,6,35.940,8.59,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000016,12.00,5.500,31.020
071524161577,07152416157,7359,,LA PREFERIDA,LA PREFERIDA NOPALITOS,28.00,OZ,12,31.440,3.79,Specialty Groce,AUTHENTIC MEXIC,SS FRUIT & VEG,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000016,12.00,5.000,25.200
071524166541,07152416654,7365,,LA PREFERIDA,LA PREFERIDA PEPPER JLPNO SLC HOT,11.50,OZ,12,28.920,3.49,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,5.500,16.560
071524169894,07152416989,7378,,LA PREFERIDA,LA PREFERIDA SSNNG MIX ENCHILADA SAUCE,1.500,OZ,24,17.280,1.09,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000008,8.50,5.000,2.640
071524000272,07152400027,7401,,LA PREFERIDA,LA PREFERIDA RICE LONG GRAIN POLY,5.000,LB,6,27.780,6.69,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000016,11.50,5.500,31.020
071524160075,07152416007,7403,,LA PREFERIDA,LA PREFERIDA CHILE GRN DCD MILD,4.000,OZ,24,28.800,1.79,Specialty Groce,AUTHENTIC MEXIC,SS FRUIT & VEG,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000010,8.50,4.500,8.400
074234991120,07423499112,7420,,SAN MARCOS,SAN MARCOS PEPPER JALPNO WHL,26.00,OZ,12,34.320,4.09,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000016,12.20,4.720,25.570
074234991137,07423499113,7421,,SAN MARCOS,SAN MARCOS PEPPER JALPNO WHL,11.00,OZ,12,19.560,2.39,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000014,10.62,3.540,11.880
074234981121,07423498112,7422,,SAN MARCOS,SAN MARCOS PEPPER JALPNO SLCD,26.00,OZ,12,43.080,5.19,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000016,12.20,4.720,25.570
074234981138,07423498113,7423,,SAN MARCOS,SAN MARCOS PEPPER JALPNO SLCD,11.00,OZ,12,24.360,2.99,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000014,10.62,3.540,13.010
071524169832,07152416983,7473,,LA PREFERIDA,LA PREFERIDA SEASONING TACO,1.250,OZ,12,8.760,1.09,Specialty Groce,AUTHENTIC MEXIC,SPICES SEASONING GRA,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000008,5.75,5.000,2.640
071524125135,07152412513,7475,,LA PREFERIDA,LA PREFERIDA TACO SHELL,12.00,PC,12,29.640,3.59,Specialty Groce,MAINSTREAM MEXI,TORTILLA,HISPANIC TORTILLA SHELLS,SPECIALTY GROCERY,100,ACTIVE,0000015,12.50,6.750,5.400
071524104055,07152410405,7476,,LA PREFERIDA,LA PREFERIDA RICE SPANISH CAN,15.00,OZ,12,18.960,2.29,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,5.000,13.800
071524154890,07152415489,7493,,LA PREFERIDA,LA PREFERIDA SALSA TACO HOT RED,7.000,OZ,12,26.280,3.19,Specialty Groce,AUTHENTIC MEXIC,SS DIPS & SALSAS,SS DIPS & SALSAS,SPECIALTY GROCERY,100,ACTIVE,0000008,7.00,8.000,12.000
071524128310,07152412831,7494,,LA PREFERIDA,LA PREFERIDA SALSA TACO MILD GREEN,7.000,OZ,12,26.280,3.19,Specialty Groce,AUTHENTIC MEXIC,CONDIMENTS DRESSINGS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,7.20,7.750,11.760
071524128242,07152412824,7495,,LA PREFERIDA,LA PREFERIDA SALSA TACO MILD RED,7.000,OZ,12,26.280,3.19,Specialty Groce,AUTHENTIC MEXIC,CONDIMENTS DRESSINGS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,7.00,7.750,12.000
071524164974,07152416497,7503,,LA PREFERIDA,LA PREFERIDA PEPPER JLPNO WHOLE,11.00,OZ,12,17.040,2.09,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000013,10.50,3.500,12.120
071524018215,07152401821,7507,,LA PREFERIDA,LA PREFERIDA BEAN PINTO JALAPENO,15.00,OZ,12,22.680,2.79,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.25,5.000,13.800
071524100156,07152410015,7514,,LA PREFERIDA,LA PREFERIDA BEAN FRIJOLE CHARROS HOME STYL,15.00,OZ,12,22.680,2.79,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,4.750,13.920
071524100279,07152410027,7526,,LA PREFERIDA,LA PREFERIDA BEAN REFRIED VEGETARIAN,16.00,OZ,12,19.320,2.39,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,5.000,13.680
071524102945,07152410294,7527,,LA PREFERIDA,LA PREFERIDA BEAN REFRIED AUTHENTIC,16.00,OZ,12,17.640,2.19,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000009,12.25,9.000,27.600
071524102891,07152410289,7528,,LA PREFERIDA,LA PREFERIDA BEAN REFRIED CHORIZO,16.00,OZ,12,22.080,2.69,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,5.000,13.920
071524100309,07152410030,7530,,LA PREFERIDA,LA PREFERIDA BEAN REFRIED GRN CHILIES,16.00,OZ,12,21.720,2.59,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,5.000,14.040
071524018130,07152401813,7539,,LA PREFERIDA,LA PREFERIDA BEAN PINTO,15.00,OZ,12,14.160,1.69,Specialty Groce,AUTHENTIC MEXIC,BEANS GRAINS RICE,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000006,9.00,9.000,27.840
071524065189,07152406518,7548,,LA PREFERIDA,LA PREFERIDA CREAM OF CCNUT,15.00,OZ,12,31.320,3.79,Specialty Groce,AUTHENTIC MEXIC,BAKING,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000011,8.25,5.250,13.560
071524163731,07152416373,7565,,LA PREFERIDA,LA PREFERIDA PEPPER JALAPENO WHOLE,26.00,OZ,12,26.760,3.19,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000016,12.50,5.250,25.200
071524165353,07152416535,7568,,LA PREFERIDA,LA PREFERIDA PEPPER JLPNO SLC,11.00,OZ,12,20.640,2.49,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000013,10.50,3.500,13.200
071524127429,07152412742,7573,,LA PREFERIDA,LA PREFERIDA SAUCE LOUISIANA HOT,6.000,OZ,24,27.600,1.69,Specialty Groce,AUTHENTIC MEXIC,CONDIMENTS DRESSINGS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000012,8.25,7.750,20.880
071072011294,07107201129,7622,,ALESSI,ALESSI VINEGAR BALSAMIC RED,8.500,OZ,6,12.540,2.99,Specialty Groce,VINEGAR COOKING,VINEGAR BALSAMIC,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,7.750,6.500
071524120062,07152412006,7624,,LA PREFERIDA,LA PREFERIDA OIL OLIVE SPANISH,17.00,OZ,8,99.440,17.79,Specialty Groce,AUTHENTIC MEXIC,CONDIMENTS DRESSINGS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.80,8.300,18.840
071524859450,07152485945,7765,,LA PREFERIDA,LA PREFERIDA SAUCE CHEESE NACHO,106.0,OZ,6,70.320,16.79,Specialty Groce,AUTHENTIC MEXIC,SS DIPS & SALSAS,SS DIPS & SALSAS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000001,1.00,1.000,44.520
041496331278,04149633127,7769,,SLOW AS MOLASSE,SLOW AS MOLASSES MOLASSES BLACKSTRAP,32.00,OZ,6,31.980,7.69,Specialty Groce,GRANULATED LIQ,MOLLASSES,SWEETENERS HONEY,SPECIALTY GROCERY,100,ACTIVE,0000012,8.50,7.000,18.540
039156000084,03915600008,7963,,LOUISIANA FISH,LOUISIANA FISH FRY SSNNG CAJUN,8.000,OZ,12,19.560,2.39,Specialty Groce,SPICES SEASONIN,FISH FRY COATINGS,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,4.500,7.100
041196020359,04119602035,7974,,PROGRESSO,PROGRESSO BEAN CANNELLINI,15.00,OZ,12,17.280,2.09,Specialty Groce,SS FRUIT & VEG,CANNED BEANS,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000012,9.31,9.130,27.500
039156000138,03915600013,7977,,LOUISIANA FISH,LOUISIANA FISH FRY MIX CHKN FRY,9.000,OZ,12,19.440,2.39,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,9.00,7.880,7.780
039156000190,03915600019,7978,,LOUISIANA FISH,LOUISIANA FISH FRY MIX HUSHPUPPY ORGNL,7.500,OZ,12,19.440,2.39,Specialty Groce,BAKING INGREDIE,BAKING MIX - OTHER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000009,9.00,7.880,6.560
039156000435,03915600043,7989,,LOUISIANA FISH,LOUISIANA FISH FRY SSNNG BLACKND FISH,2.500,OZ,12,26.880,3.29,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000008,6.25,4.370,2.800
039156000459,03915600045,7990,,LOUISIANA FISH,LOUISIANA FISH FRY SAUCE COCKTAIL HORSERDSH,12.00,OZ,12,27.480,3.29,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,9.75,7.000,10.300
039156000466,03915600046,7992,,LOUISIANA FISH,LOUISIANA FISH FRY SAUCE TARTAR HM STYL,10.50,OZ,12,27.480,3.29,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,9.75,7.000,9.170
039156000473,03915600047,7994,,LOUISIANA FISH,LOUISIANA FISH FRY SAUCE CAJUN SEAFOOD,12.00,OZ,12,27.480,3.29,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,9.75,7.000,10.300
070670004615,07067000461,8106,,REESE,REESE JELLY JALAPENO HOT,10.00,OZ,6,17.340,4.19,Specialty Groce,CONDIMENTS DRES,CHUTNEY & SAVORY JEL,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,7.70,4.500,13.040
070670000334,07067000033,8117,,REESE,REESE CORN BABY GLASS,7.000,OZ,6,17.160,4.09,Specialty Groce,SS FRUIT & VEG,MAINSTREAM,SS FRUIT & VEG,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,8.25,4.500,10.250
075462093327,07546209332,8146,,DELL ALPE,DELL ALPE OIL OLIVE ITAL XVRGN,17.00,OZ,6,60.480,14.49,Specialty Groce,OILS,OLIVE OILS,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000009,5.00,9.000,10.440
070670008187,07067000818,8167,,REESE,REESE SYRUP MARASCHINO,8.000,OZ,6,21.540,5.19,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,4.75,8.500,7.500
070670005988,07067000598,8187,,REESE,REESE ARTICHOKE HRTS QTR,14.00,OZ,12,26.640,3.19,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,4.750,13.320
070670007425,07067000742,8250,,DAVINCI,DAVINCI PASTA SHELL JUMBO,12.00,OZ,12,33.360,3.99,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000010,10.00,10.000,11.640
071524162536,07152416253,8272,,LA PREFERIDA,LA PREFERIDA PEPPER JLPNO NACHO MILD,11.50,OZ,12,28.920,3.49,Specialty Groce,AUTHENTIC MEXIC,OLIVES PICKLES PEPPE,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,8.25,5.500,16.080
058336011146,05833601114,8355,,DR OETKER,DR OETKER U WHIP IT 2PK,.700,OZ,30,20.400,.99,Specialty Groce,BAKING INGREDIE,CREAM WHIPPED COCONU,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000023,14.50,10.500,28.800
070650800121,07065080012,8371,,TASTE OF THAI,TASTE OF THAI COCONUT MILK,13.50,FO,12,23.520,2.89,Specialty Groce,BAKING INGREDIE,MAINSTREAM,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000012,9.50,5.250,13.080
